t_date,meter_id,t_time,pay_type,duration
81,60,14,CC,15
226,60,14,CC,75
133,60,13,C,225
118,60,9,C,15
238,60,16,C,195
290,60,14,C,45
237,60,9,C,105
98,60,11,C,135
234,60,17,CC,225
171,60,15,C,135
18,60,9,A,165
39,60,15,A,225
269,60,10,CC,75
114,60,16,A,195
164,60,11,A,165
266,60,16,CC,225
235,60,13,C,45
179,60,16,A,45
67,60,15,CC,165
56,60,11,C,225
239,60,17,A,45
322,60,17,C,15
212,60,18,A,15
221,60,12,A,15
301,60,9,C,75
24,60,12,A,165
69,60,11,A,225
1,60,12,CC,135
261,60,16,C,225
182,60,17,C,225
104,60,18,CC,15
302,60,18,C,135
318,60,11,C,105
65,60,11,CC,75
237,60,14,A,15
325,60,9,C,135
35,60,17,CC,15
174,60,15,CC,165
1,60,18,A,165
182,60,15,CC,45
263,60,13,A,195
232,60,13,A,105
309,60,16,C,225
149,60,18,CC,225
56,60,14,A,135
245,60,13,A,135
177,60,9,A,165
106,60,9,CC,165
161,60,17,C,195
344,60,17,A,165
53,60,15,A,225
101,60,15,C,135
332,60,14,CC,15
129,60,10,CC,45
232,60,14,CC,165
74,60,11,A,45
20,60,10,A,135
204,60,17,A,225
70,60,10,CC,45
279,60,16,A,105
81,60,13,C,15
142,60,9,A,105
287,60,18,CC,135
155,60,11,A,15
109,60,18,C,165
272,60,13,CC,45
333,60,12,CC,45
308,60,13,A,165
76,60,13,A,75
245,60,10,CC,15
282,60,14,A,135
27,60,9,A,105
58,60,10,CC,75
337,60,12,CC,135
44,60,13,CC,225
312,60,15,C,105
64,60,12,CC,195
62,60,18,CC,135
234,60,12,C,195
170,60,18,CC,165
86,60,11,C,75
227,60,13,A,15
195,60,16,C,15
186,60,11,CC,45
170,60,15,C,45
102,60,18,A,15
330,60,15,C,135
331,60,17,A,225
343,60,12,A,165
305,60,11,CC,105
295,60,18,C,135
24,60,16,C,195
55,60,18,C,135
354,60,18,CC,105
209,60,9,C,45
154,60,13,CC,135
135,60,17,CC,225
226,60,9,A,105
351,60,16,C,15
146,60,16,C,75
127,60,10,CC,105
339,60,12,C,75
356,60,10,C,15
23,60,12,A,135
179,60,12,C,105
10,60,10,CC,75
293,60,16,CC,45
192,60,18,A,195
300,60,12,CC,165
167,60,17,A,45
123,60,11,A,105
274,60,13,C,45
147,60,16,A,45
220,60,18,CC,75
338,60,12,CC,195
195,60,17,CC,225
300,60,12,C,105
210,60,13,A,75
274,60,11,C,45
279,60,17,A,195
143,60,18,C,45
252,60,18,A,15
214,60,11,C,15
252,60,9,C,45
219,60,11,A,225
177,60,12,C,135
76,60,11,C,135
328,60,15,C,105
55,60,16,CC,15
203,60,12,C,105
253,60,9,A,45
24,60,10,CC,75
217,60,18,C,165
49,60,18,A,15
240,60,13,A,45
148,60,15,C,15
262,60,9,A,75
156,60,18,C,165
77,60,18,A,45
318,60,16,C,15
213,60,17,C,105
148,60,15,A,75
162,60,14,A,15
36,60,15,C,15
151,60,13,C,75
364,60,14,A,15
325,60,9,CC,105
151,60,18,CC,75
198,60,16,CC,105
112,60,11,C,135
46,60,14,CC,225
127,60,11,C,45
328,60,18,CC,15
80,60,10,C,225
189,60,12,A,135
146,60,13,C,165
325,60,18,CC,195
286,60,10,C,195
154,60,16,A,195
79,60,18,C,15
228,60,11,A,15
199,60,15,A,45
148,60,17,C,195
336,60,16,CC,45
186,60,9,C,225
80,60,14,CC,225
42,60,16,CC,165
226,60,18,C,195
204,60,18,C,15
359,60,14,A,225
360,60,9,A,225
238,60,12,CC,165
178,60,15,CC,75
9,60,11,C,75
357,60,18,CC,45
62,60,9,C,105
176,60,17,C,165
84,60,13,CC,45
83,60,9,CC,105
178,60,18,CC,45
204,60,16,CC,195
330,60,10,C,45
356,60,13,A,195
43,60,18,A,195
212,60,17,A,15
332,60,14,A,15
165,60,15,CC,225
254,60,14,CC,105
268,60,10,CC,105
262,60,13,C,195
227,60,17,C,15
301,60,12,CC,45
153,60,17,C,225
235,60,12,CC,105
76,60,11,A,105
290,60,16,C,165
357,60,14,CC,165
6,60,9,CC,75
240,60,18,C,45
13,60,18,CC,135
308,60,15,A,225
302,60,12,A,135
84,60,15,CC,195
109,60,13,A,45
263,60,10,C,15
44,60,10,CC,15
240,60,16,CC,225
9,60,17,A,105
197,60,14,CC,15
314,60,9,C,225
300,60,18,A,165
185,60,13,C,105
52,60,12,CC,15
181,60,11,A,135
265,60,13,A,45
216,60,18,CC,135
356,60,17,C,165
224,60,11,C,165
303,60,10,A,225
147,60,16,CC,195
10,60,17,C,195
309,60,14,A,165
315,60,13,C,165
305,60,12,CC,135
155,60,14,A,135
244,60,13,CC,75
185,60,14,C,195
84,60,15,CC,195
52,60,11,CC,135
294,60,15,CC,75
1,60,11,C,135
144,60,14,CC,135
223,60,14,C,165
353,60,13,A,225
310,60,18,A,75
178,60,9,A,135
319,60,11,C,135
301,60,16,C,165
139,60,17,A,15
326,60,18,A,165
136,60,14,C,225
233,60,15,C,75
156,60,15,A,45
155,60,11,CC,105
245,60,12,C,15
256,60,16,C,165
133,60,9,CC,135
309,60,11,A,165
8,60,17,A,15
98,60,17,C,195
301,60,12,C,135
60,60,16,CC,195
357,60,17,C,195
183,60,17,CC,225
336,60,18,A,135
43,60,15,C,135
129,60,13,C,195
11,60,16,A,45
100,60,17,CC,165
231,60,18,A,45
288,60,11,C,15
176,60,14,CC,195
94,60,15,C,135
326,60,11,A,195
254,60,15,CC,15
364,60,9,A,225
265,60,18,A,225
102,60,10,CC,135
339,60,10,A,165
331,60,12,A,135
77,60,11,C,15
309,60,11,C,225
77,60,13,CC,195
353,60,17,A,225
58,60,14,CC,75
304,60,14,C,105
219,60,11,A,105
186,60,18,A,195
249,60,13,C,105
135,60,17,C,45
358,60,11,A,105
174,60,10,CC,195
120,60,17,CC,75
72,60,10,A,105
303,60,10,CC,15
310,60,13,A,225
316,60,11,A,105
202,60,16,CC,225
66,60,12,A,15
59,60,12,C,15
179,60,13,CC,135
325,60,10,CC,195
241,60,18,C,135
311,60,12,C,135
55,60,9,A,15
149,60,10,C,225
357,60,18,CC,45
184,60,15,CC,165
363,60,14,A,75
123,60,17,C,195
99,60,13,CC,105
332,60,14,A,195
102,60,16,A,165
275,60,9,A,75
195,60,9,A,105
311,60,11,C,135
9,60,9,CC,195
316,60,18,CC,195
188,60,10,C,195
293,60,13,A,105
211,60,15,A,165
196,60,17,CC,225
244,60,9,CC,225
185,60,15,C,45
191,60,10,CC,165
1,60,9,C,165
8,60,14,A,165
160,60,17,CC,225
315,60,17,CC,45
154,60,15,C,225
255,60,17,C,105
0,60,15,A,135
14,60,12,C,105
182,60,15,CC,165
114,60,16,CC,195
37,60,13,A,75
183,60,17,CC,225
197,60,13,A,135
99,60,18,C,45
290,60,15,CC,135
351,60,11,CC,195
154,60,13,CC,105
219,60,14,CC,45
258,60,13,A,225
317,60,10,C,195
38,60,14,CC,105
109,60,14,A,225
286,60,17,A,225
160,60,13,CC,45
274,60,11,A,225
8,60,18,A,75
22,60,10,C,165
303,60,17,A,45
270,60,18,A,75
274,60,15,CC,165
231,60,10,C,225
112,60,15,CC,225
31,60,14,CC,135
323,60,10,A,105
212,60,15,C,75
122,60,11,C,105
153,60,13,A,135
34,60,14,CC,15
42,60,14,C,195
248,60,10,CC,105
297,60,18,C,135
1,60,16,A,75
65,60,9,A,105
105,60,14,A,165
312,60,18,C,225
27,60,13,A,135
331,60,11,CC,135
333,60,17,C,75
115,60,17,A,15
253,60,16,A,165
237,60,17,C,195
115,60,14,CC,135
87,60,10,CC,135
51,60,15,A,225
6,60,18,CC,45
303,60,16,A,225
20,60,9,C,195
273,60,12,C,45
291,60,9,CC,75
239,60,10,A,225
112,60,14,C,195
199,60,15,C,75
139,60,16,CC,15
277,60,18,A,75
37,60,9,CC,165
161,60,13,C,165
325,60,10,A,165
23,60,15,A,75
220,60,12,C,195
346,60,13,C,105
169,60,14,CC,195
31,60,18,A,45
147,60,9,C,45
342,60,13,A,15
224,60,14,CC,225
331,60,12,A,105
197,60,15,CC,195
35,60,17,C,105
255,60,17,CC,15
195,60,18,C,45
216,60,9,C,165
233,60,15,C,15
155,60,9,A,195
21,60,18,CC,195
244,60,16,CC,165
29,60,11,CC,135
312,60,14,A,15
133,60,13,C,15
133,60,16,C,45
53,60,15,A,75
18,60,16,C,165
186,60,16,A,75
147,60,9,C,75
57,60,10,CC,135
36,60,10,C,75
63,60,17,A,15
29,60,9,A,45
231,60,16,CC,45
230,60,17,A,195
191,60,17,A,45
265,60,11,C,225
74,60,17,CC,15
16,60,11,A,135
289,60,9,A,225
99,60,11,A,105
66,60,10,C,225
231,60,14,C,195
259,60,10,C,135
133,60,13,A,165
176,60,10,A,15
135,60,11,C,225
135,60,9,C,165
344,60,13,C,135
323,60,17,C,165
98,60,15,A,45
44,60,18,CC,75
171,60,15,CC,225
57,60,15,CC,135
115,60,13,C,195
59,60,18,A,45
77,60,12,A,105
184,60,13,A,165
349,60,9,C,105
262,60,15,C,105
175,60,12,CC,165
270,60,18,A,135
210,60,17,CC,105
330,60,18,CC,135
269,60,17,A,165
280,60,12,A,105
15,60,13,CC,45
357,60,14,C,105
323,60,15,A,75
119,60,13,CC,135
147,60,17,C,15
199,60,18,A,225
11,60,10,C,195
62,60,16,CC,135
297,60,10,CC,195
60,60,12,C,225
4,60,12,A,45
203,60,14,CC,165
231,60,12,CC,45
183,60,15,C,45
345,60,14,C,225
203,60,17,A,225
311,60,16,C,15
246,60,14,CC,105
240,60,9,A,165
193,60,11,CC,195
157,60,14,CC,75
27,60,10,CC,165
219,60,15,A,15
232,60,14,A,15
112,60,17,CC,135
0,60,15,C,105
360,60,9,C,195
276,60,9,C,165
301,60,18,CC,45
22,60,12,C,15
77,60,13,A,75
146,60,16,A,15
45,60,14,C,15
190,60,13,CC,15
274,60,15,C,165
84,60,16,C,135
303,60,9,C,135
118,60,10,CC,225
76,60,16,C,15
198,60,18,CC,165
66,60,9,CC,195
189,60,11,A,195
146,60,15,C,15
269,60,16,C,135
279,60,9,A,225
241,60,13,A,45
67,60,15,C,45
203,60,18,A,45
63,60,9,C,195
295,60,10,C,45
191,60,18,A,15
308,60,9,C,225
309,60,11,CC,225
289,60,12,A,75
129,60,12,A,225
20,60,16,A,105
64,60,13,C,225
316,60,18,C,105
76,60,15,CC,225
70,60,13,C,135
209,60,10,C,105
116,60,10,C,45
93,60,16,C,165
237,60,12,A,45
59,60,10,CC,225
258,60,10,A,225
72,60,12,C,105
79,60,18,A,15
7,60,18,A,195
10,60,11,A,165
55,60,12,C,105
209,60,10,CC,195
305,60,14,C,225
98,60,15,CC,75
143,60,16,CC,105
179,60,18,C,225
99,60,9,A,195
258,60,11,C,105
175,60,9,CC,135
98,60,10,CC,165
100,60,15,A,165
212,60,14,A,165
86,60,14,A,225
304,60,13,A,45
90,60,13,CC,195
324,60,10,CC,165
42,60,12,A,135
272,60,14,CC,225
181,60,9,CC,45
218,60,9,CC,75
135,60,14,C,195
148,60,14,CC,45
272,60,13,CC,135
163,60,9,C,135
162,60,10,C,165
246,60,13,C,195
328,60,18,A,195
43,60,12,CC,45
92,60,17,A,75
363,60,12,C,165
111,60,9,C,195
199,60,15,C,45
132,60,11,CC,105
189,60,14,C,225
58,60,12,C,75
39,60,12,A,135
349,60,12,C,105
244,60,17,CC,225
199,60,16,A,165
41,60,12,C,165
213,60,17,CC,45
353,60,13,A,165
73,60,15,C,15
269,60,9,CC,105
266,60,11,C,225
261,60,10,CC,45
258,60,15,A,135
217,60,12,CC,15
284,60,16,C,15
317,60,16,C,105
181,60,11,C,105
146,60,13,C,105
340,60,11,CC,165
142,60,12,A,45
168,60,14,CC,15
149,60,14,A,105
177,60,11,A,195
195,60,13,A,15
287,60,13,A,225
303,60,10,CC,45
349,60,9,C,135
310,60,11,C,105
45,60,9,A,75
330,60,14,A,105
280,60,10,C,45
188,60,14,CC,15
280,60,15,CC,15
147,60,17,CC,135
42,60,14,C,225
265,60,14,C,195
29,60,15,C,165
248,60,14,A,165
49,60,9,C,75
240,60,11,C,105
153,60,16,CC,45
260,60,11,C,105
223,60,9,C,195
197,60,15,CC,15
202,60,12,A,165
304,60,15,A,195
158,60,10,CC,75
304,60,10,C,75
52,60,18,A,195
112,60,10,A,75
248,60,13,A,105
153,60,12,CC,165
200,60,15,CC,45
337,60,10,CC,45
263,60,14,CC,195
79,60,16,A,225
267,60,14,A,105
353,60,13,CC,105
60,60,15,A,135
132,60,12,A,105
88,60,16,A,225
270,60,9,A,15
62,60,13,CC,225
15,60,11,C,165
192,60,10,A,135
16,60,13,CC,195
186,60,15,CC,15
129,60,14,C,225
238,60,12,A,165
193,60,12,C,225
34,60,14,CC,195
172,60,9,A,105
359,60,16,C,15
125,60,13,CC,105
211,60,17,CC,75
266,60,18,A,135
29,60,12,CC,15
133,60,18,C,105
311,60,9,CC,135
228,60,13,CC,165
307,60,13,A,105
177,60,13,A,15
335,60,13,CC,225
156,60,9,A,225
296,60,9,A,195
0,60,9,A,75
294,60,17,A,135
37,60,10,A,165
107,60,9,C,135
115,60,15,A,75
3,60,15,A,225
280,60,11,A,75
297,60,9,CC,135
115,60,18,CC,225
230,60,9,CC,135
330,60,18,C,45
340,60,10,CC,225
307,60,16,CC,45
288,60,17,C,75
55,60,10,A,165
325,60,13,A,15
255,60,16,A,105
37,60,14,CC,105
125,60,18,C,135
354,60,15,CC,105
241,60,12,C,135
200,60,14,C,105
178,60,9,CC,225
255,60,12,CC,15
164,60,16,C,165
43,60,17,C,15
99,60,18,A,225
104,60,9,C,45
178,60,15,C,225
336,60,11,A,195
7,60,16,C,45
336,60,13,C,135
8,60,11,A,225
293,60,12,C,135
247,60,18,CC,45
113,60,10,A,135
101,60,17,C,105
104,60,11,C,15
104,60,18,CC,225
363,60,12,C,45
301,60,14,A,195
358,60,10,CC,45
109,60,13,CC,45
69,60,10,C,45
301,60,9,C,195
253,60,11,A,165
213,60,18,A,15
308,60,15,C,135
23,60,11,C,15
15,60,10,A,195
106,60,14,A,75
239,60,13,CC,75
120,60,9,C,165
297,60,11,A,15
160,60,13,CC,195
282,60,9,CC,15
228,60,16,C,165
281,60,12,CC,75
73,60,10,C,135
330,60,11,CC,15
151,60,10,C,15
289,60,17,CC,105
63,60,16,C,75
224,60,17,A,195
144,60,9,CC,165
209,60,17,CC,195
52,60,12,C,15
1,60,17,C,15
290,60,12,C,225
261,60,12,C,195
209,60,10,CC,165
22,60,12,C,135
359,60,12,CC,105
9,60,10,CC,135
128,60,11,CC,45
309,60,16,A,45
153,60,16,CC,135
283,60,12,A,45
177,60,14,C,225
100,60,16,A,135
288,60,15,CC,105
256,60,16,C,165
273,60,10,CC,225
84,60,13,C,165
134,60,18,C,45
225,60,14,CC,105
283,60,14,A,225
97,60,15,A,75
151,60,17,A,165
190,60,18,C,135
227,60,14,C,195
308,60,16,C,15
258,60,14,CC,135
133,60,15,CC,45
190,60,18,C,75
183,60,18,C,15
261,60,17,C,15
288,60,9,C,135
363,60,13,C,15
164,60,11,A,105
188,60,12,CC,135
217,60,12,CC,105
217,60,11,CC,105
274,60,9,CC,195
38,60,13,CC,225
154,60,17,A,195
209,60,15,CC,135
113,60,12,CC,15
340,60,13,A,15
259,60,14,A,45
242,60,13,CC,45
350,60,17,A,105
156,60,15,A,165
156,60,17,CC,75
78,60,15,CC,45
316,60,9,CC,45
107,60,12,A,105
337,60,14,C,105
266,60,9,CC,45
304,60,9,CC,15
109,60,13,A,75
57,60,10,A,105
226,60,12,C,195
294,60,10,A,165
55,60,15,CC,75
10,60,17,C,45
220,60,17,A,75
95,60,18,A,165
252,60,14,CC,75
304,60,16,CC,15
57,60,13,C,225
139,60,17,A,105
324,60,9,A,75
71,60,15,C,15
205,60,12,C,105
219,60,16,A,45
253,60,12,CC,135
80,60,11,A,105
43,60,16,A,105
198,60,15,CC,225
108,60,10,A,165
149,60,13,A,225
188,60,13,C,75
195,60,13,C,105
177,60,16,A,75
141,60,9,C,135
36,60,17,C,105
95,60,17,C,105
360,60,16,C,195
129,60,18,A,105
111,60,13,CC,75
221,60,17,A,105
303,60,17,CC,75
112,60,11,A,45
220,60,11,CC,225
240,60,16,C,15
32,60,12,A,45
55,60,18,C,225
259,60,15,A,45
275,60,16,C,225
63,60,12,CC,195
247,60,10,C,75
288,60,15,C,135
207,60,17,A,75
217,60,9,C,225
343,60,17,A,225
41,60,14,C,75
181,60,18,A,225
99,60,11,CC,225
330,60,18,C,75
65,60,13,CC,135
0,60,15,C,165
343,60,12,A,225
95,60,9,C,75
168,60,15,C,45
203,60,11,A,225
225,60,10,A,165
121,60,9,CC,75
133,60,12,C,165
224,60,18,C,105
90,60,10,C,165
319,60,16,CC,75
184,60,18,A,15
316,60,13,A,105
97,60,9,CC,75
178,60,13,CC,75
360,60,13,A,135
121,60,17,CC,15
354,60,11,CC,195
99,60,18,C,15
60,60,14,C,165
332,60,15,C,195
217,60,11,C,45
32,60,18,A,75
99,60,12,A,45
35,60,10,A,165
331,60,11,CC,195
62,60,18,CC,75
211,60,9,C,225
296,60,13,CC,45
113,60,18,A,135
204,60,16,A,105
303,60,14,A,165
107,60,11,A,195
265,60,9,CC,45
205,60,13,C,45
14,60,14,C,75
9,60,14,CC,45
289,60,15,A,15
153,60,14,CC,195
274,60,14,C,45
311,60,18,A,105
302,60,16,A,195
326,60,15,CC,105
30,60,10,CC,75
256,60,12,A,135
345,60,16,C,165
30,60,13,C,105
25,60,14,CC,105
300,60,15,A,135
34,60,10,C,225
230,60,17,A,195
330,60,18,A,45
315,60,12,A,75
346,60,16,C,165
197,60,12,CC,15
63,60,10,CC,135
203,60,10,A,165
177,60,17,A,135
252,60,9,CC,15
354,60,11,CC,75
302,60,11,CC,165
136,60,12,A,135
10,60,12,A,135
307,60,14,CC,135
15,60,12,C,165
13,60,12,A,135
300,60,9,A,135
91,60,15,A,75
112,60,12,A,75
198,60,11,A,195
111,60,14,C,195
325,60,11,C,165
142,60,11,CC,75
94,60,11,A,105
86,60,16,CC,135
78,60,9,CC,15
153,60,10,A,15
160,60,10,A,105
192,60,14,C,165
56,60,17,CC,225
158,61,11,CC,105
140,61,15,CC,15
270,61,12,C,225
211,61,16,A,165
151,61,14,A,15
336,61,15,A,105
154,61,12,CC,15
228,61,17,CC,15
329,61,13,CC,165
255,61,18,CC,195
143,61,18,CC,75
136,61,14,A,75
227,61,16,A,15
202,61,14,A,105
98,61,14,A,195
72,61,10,A,135
223,61,12,A,225
142,61,10,A,195
317,61,14,CC,105
37,61,17,CC,15
197,61,11,C,75
70,61,17,CC,45
254,61,18,A,165
79,61,15,CC,45
364,61,15,CC,105
195,61,16,A,225
246,61,9,C,225
86,61,16,A,165
41,61,10,A,135
349,61,15,A,45
359,61,16,A,75
210,61,10,A,45
20,61,14,C,225
120,61,10,CC,225
315,61,12,CC,225
241,61,17,CC,15
195,61,11,C,45
319,61,12,C,195
259,61,10,A,225
148,61,18,C,195
67,61,10,CC,45
275,61,16,A,225
323,61,9,CC,105
129,61,17,CC,195
141,61,11,CC,195
153,61,14,C,225
266,61,18,CC,135
319,61,17,CC,15
240,61,13,C,225
310,61,13,C,135
126,61,14,CC,195
289,61,14,A,225
284,61,16,CC,75
311,61,9,C,15
171,61,13,A,165
200,61,13,C,165
81,61,11,C,225
206,61,11,CC,15
24,61,18,C,225
343,61,12,CC,15
253,61,10,A,45
281,61,9,CC,75
322,61,17,A,15
342,61,10,CC,15
90,61,13,C,45
286,61,11,A,165
280,61,14,C,15
293,61,16,C,15
227,61,9,CC,195
29,61,10,A,225
41,61,9,A,165
255,61,15,CC,165
167,61,15,C,135
259,61,10,C,165
48,61,17,A,195
64,61,11,C,135
10,61,11,A,135
273,61,12,A,45
298,61,13,A,105
34,61,16,CC,195
63,61,10,A,225
258,61,17,A,15
185,61,18,A,135
261,61,13,CC,75
240,61,18,C,45
190,61,12,CC,135
161,61,9,A,105
62,61,16,CC,105
83,61,18,A,75
274,61,14,C,165
184,61,12,CC,45
84,61,16,A,225
204,61,10,A,45
345,61,18,CC,15
18,61,13,C,75
106,61,10,C,135
178,61,16,A,165
9,61,12,A,45
143,61,9,CC,165
135,61,16,CC,195
205,61,18,C,195
310,61,14,A,105
283,61,17,CC,165
16,61,13,A,135
55,61,14,A,165
67,61,17,C,15
143,61,15,A,75
206,61,15,CC,75
224,61,9,C,225
140,61,11,C,105
288,61,15,A,225
336,61,13,C,45
62,61,12,C,225
148,61,10,C,75
134,61,13,CC,75
323,61,17,C,165
337,61,12,CC,135
170,61,11,C,135
231,61,14,A,225
25,61,9,C,45
261,61,11,CC,165
144,61,16,C,105
295,61,14,CC,225
34,61,15,C,45
203,61,10,A,225
252,61,9,A,165
352,61,11,CC,45
254,61,16,CC,15
169,61,10,C,165
311,61,9,CC,15
186,61,16,CC,15
322,61,10,A,45
52,61,16,CC,45
93,61,12,C,135
310,61,15,C,75
78,61,12,A,135
108,61,11,C,15
30,61,14,CC,165
67,61,11,C,15
205,61,17,A,15
234,61,18,CC,195
108,61,17,C,165
240,61,17,A,135
359,61,9,CC,105
136,61,16,A,75
245,61,16,A,225
317,61,14,A,15
308,61,17,A,225
179,61,18,A,15
217,61,9,A,135
308,61,15,CC,195
49,61,18,C,15
342,61,16,A,15
25,61,9,CC,75
59,61,18,CC,165
30,61,16,C,165
322,61,18,A,45
290,61,18,CC,15
233,61,9,CC,105
119,61,14,C,75
38,61,11,A,225
59,61,14,A,105
270,61,12,CC,195
213,61,9,C,45
204,61,9,CC,75
137,61,15,A,75
316,61,12,C,45
84,61,14,A,225
85,61,9,CC,195
333,61,9,A,135
148,61,12,CC,75
352,61,14,C,225
183,61,15,C,15
174,61,11,CC,225
99,61,11,C,105
120,61,13,CC,105
183,61,14,CC,225
230,61,14,CC,225
247,61,15,CC,135
158,61,13,CC,195
210,61,12,C,75
290,61,16,C,105
302,61,11,CC,165
179,61,10,A,135
217,61,15,A,45
126,61,16,A,15
21,61,12,CC,225
43,61,12,A,105
310,61,13,A,15
147,61,13,C,15
270,61,17,C,105
150,61,9,C,105
129,61,9,A,165
128,61,9,C,75
219,61,16,CC,45
294,61,14,C,45
325,61,15,CC,195
172,61,9,C,135
88,61,10,A,15
130,61,10,C,45
3,61,16,C,165
225,61,14,A,105
212,61,12,C,15
364,61,17,CC,165
262,61,16,CC,105
45,61,13,CC,165
254,61,17,C,195
249,61,12,A,195
134,61,14,CC,75
345,61,17,C,135
296,61,11,A,45
105,61,13,C,105
321,61,15,CC,195
50,61,15,A,105
301,61,11,A,135
125,61,16,A,45
261,61,14,CC,225
41,61,11,C,45
338,61,9,CC,195
317,61,9,C,15
297,61,11,A,195
29,61,18,A,105
7,61,9,C,105
191,61,11,A,15
136,61,18,CC,45
41,61,11,C,135
287,61,17,C,165
247,61,11,CC,105
240,61,11,CC,165
136,61,10,C,225
41,61,9,CC,15
35,61,17,A,105
32,61,16,C,195
340,61,15,C,195
223,61,9,CC,135
360,61,10,CC,15
286,61,17,A,15
283,61,18,C,75
175,61,16,A,225
118,61,10,A,15
360,61,16,A,75
7,61,17,C,135
15,61,9,C,165
335,61,17,A,75
276,61,17,CC,225
261,61,9,CC,165
24,61,10,A,45
164,61,16,CC,105
343,61,15,C,135
272,61,12,CC,135
14,61,14,A,135
60,61,18,A,195
225,61,9,A,195
130,61,16,A,75
154,61,17,A,105
254,61,15,CC,195
319,61,9,CC,45
21,61,15,CC,45
340,61,12,CC,15
41,61,16,C,165
126,61,18,C,195
56,61,16,A,75
154,61,11,A,75
137,61,9,C,75
258,61,10,A,135
46,61,15,C,45
119,61,14,CC,105
335,61,14,A,225
83,61,14,CC,225
212,61,13,A,75
304,61,18,C,225
311,61,11,CC,45
305,61,12,C,135
351,61,17,C,225
321,61,15,C,165
262,61,16,C,105
322,61,13,C,75
135,61,18,A,165
274,61,15,C,105
272,61,11,C,195
312,61,11,A,195
32,61,10,A,45
94,61,9,C,135
108,61,15,A,15
361,61,16,A,15
4,61,9,CC,165
16,61,15,A,45
282,61,15,C,15
280,61,16,C,225
29,61,16,C,75
256,61,9,C,15
231,61,18,C,165
155,61,13,A,45
164,61,9,A,105
316,61,14,A,225
245,61,11,C,135
351,61,15,CC,225
286,61,9,A,225
361,61,15,CC,225
10,61,13,A,165
297,61,17,CC,45
36,61,13,CC,135
172,61,16,CC,15
48,61,17,A,135
192,61,9,CC,135
125,61,10,A,135
307,61,15,A,135
219,61,16,CC,135
113,61,14,C,45
100,61,9,CC,45
239,61,13,CC,45
319,61,17,C,75
41,61,14,CC,45
227,61,10,CC,15
147,61,13,CC,45
101,61,18,A,45
252,61,10,A,15
29,61,9,C,15
112,61,9,C,75
235,61,16,CC,75
58,61,9,CC,45
120,61,9,CC,15
59,61,10,CC,105
36,61,16,C,15
190,61,10,C,195
312,61,15,C,165
345,61,17,A,165
36,61,13,CC,225
300,61,14,C,75
261,61,17,A,75
21,61,14,C,45
353,61,11,A,105
147,61,16,CC,45
165,61,18,A,135
337,61,18,A,75
244,61,11,C,105
97,61,16,C,195
195,61,14,CC,105
175,61,9,C,75
73,61,13,CC,75
267,61,18,CC,105
324,61,14,CC,15
81,61,10,CC,165
181,61,11,C,165
281,61,13,C,225
39,61,15,CC,45
307,61,18,A,135
311,61,15,A,105
93,61,10,A,105
268,61,17,CC,45
77,61,10,A,165
230,61,11,A,45
364,61,13,A,15
48,61,11,C,225
219,61,11,C,45
25,61,13,CC,75
176,61,15,A,165
18,61,16,C,195
328,61,12,A,135
91,61,11,A,225
132,61,15,A,75
287,61,15,C,105
227,61,11,A,195
332,61,16,C,105
347,61,12,A,75
13,61,17,CC,15
328,61,14,C,165
18,61,10,CC,225
23,61,12,C,135
16,61,10,C,225
269,61,9,A,165
136,61,17,CC,135
125,61,14,CC,45
67,61,13,A,165
205,61,11,CC,105
79,61,12,A,105
190,61,13,CC,45
199,61,17,CC,195
17,61,10,CC,165
317,61,17,CC,225
192,61,11,C,15
72,61,13,A,45
149,61,13,CC,135
323,61,13,CC,225
255,61,11,C,195
81,61,10,CC,195
316,61,14,CC,15
209,61,9,CC,225
44,61,14,C,135
186,61,11,C,75
347,61,17,C,225
363,61,14,A,225
314,61,15,C,105
310,61,17,CC,225
158,61,9,C,135
178,61,18,CC,225
288,61,11,CC,225
176,61,13,A,225
274,61,11,CC,165
286,61,9,C,135
211,61,9,CC,75
340,61,10,A,225
140,61,15,C,105
330,61,9,C,165
361,61,13,CC,195
109,61,13,A,195
255,61,13,C,15
277,61,10,CC,45
300,61,17,C,195
206,61,17,CC,75
10,61,18,C,15
157,61,11,C,105
242,61,13,CC,165
129,61,17,A,165
58,61,9,A,15
42,61,17,A,105
309,61,9,C,75
230,61,14,CC,105
85,61,18,A,225
308,61,11,CC,105
196,61,18,CC,195
157,61,11,CC,165
333,61,11,A,75
256,61,12,C,195
74,61,15,A,45
133,61,14,CC,45
59,61,16,C,15
205,61,16,A,15
169,61,14,C,75
137,61,13,A,75
148,61,13,CC,195
116,61,12,A,225
324,61,18,A,165
169,61,16,CC,75
269,61,14,C,165
0,61,12,CC,15
134,61,12,A,195
99,61,14,C,105
139,61,13,C,105
64,61,10,CC,45
353,61,10,C,135
186,61,10,A,165
91,61,16,C,45
141,61,9,C,105
346,61,13,A,195
227,61,12,CC,135
64,61,10,CC,135
266,61,9,A,105
357,61,15,C,165
37,61,16,C,135
34,61,16,C,165
38,61,18,C,75
134,61,16,A,75
188,61,12,C,165
228,61,15,CC,165
64,61,12,C,45
213,61,10,C,165
298,61,16,CC,105
346,61,12,A,225
160,61,18,A,165
109,61,12,A,135
4,61,11,CC,225
324,61,11,A,225
210,61,12,C,105
189,61,16,A,165
311,61,13,A,165
45,61,14,CC,45
42,61,16,C,15
